timestamp,channel,total_viewers,chatters_count,chatters
2025-05-22T10:12:46,kato_junichi0817,31796,0,
2025-05-22T10:12:46,caedrel,27208,0,
2025-05-22T10:12:46,ramzes,21368,0,
2025-05-22T10:12:46,buster,20056,0,
2025-05-22T10:12:46,fantasista_jp,17927,0,
2025-05-22T10:12:46,paradeev1ch,16740,0,
2025-05-22T10:12:46,fps_shaka,14968,0,
2025-05-22T10:12:46,esl_dota2,12139,0,
2025-05-22T10:12:46,dkincc,11621,0,
2025-05-22T10:12:46,jasper7se,11507,0,
